province,municipality,barangay
Metro Manila,Quezon City,Sienna
Metro Manila,Quezon City,Sikatuna Village
Metro Manila,Quezon City,Silangan
Metro Manila,Quezon City,Socorro
Metro Manila,Quezon City,South Triangle
Metro Manila,Quezon City,Tagumpay
Metro Manila,Quezon City,Talayan
Metro Manila,Quezon City,Talipapa
Metro Manila,Quezon City,Tandang Sora
Metro Manila,Quezon City,Tatalon
Metro Manila,Quezon City,Teachers Village East
Metro Manila,Quezon City,Teachers Village West
Metro Manila,Quezon City,U.P. Campus
Metro Manila,Quezon City,U.P. Village
Metro Manila,Quezon City,Ugong Norte
Metro Manila,Quezon City,Unang Sigaw
Metro Manila,Quezon City,Valencia
Metro Manila,Quezon City,Vasra
Metro Manila,Quezon City,Veterans Village
Metro Manila,Quezon City,Villa Maria Clara
Metro Manila,Quezon City,West Kamias
Metro Manila,Quezon City,West Triangle
Metro Manila,Quezon City,White Plains
Metro Manila,San Juan City,Addition Hills
Metro Manila,San Juan City,Balong-Bato
Metro Manila,San Juan City,Batis
Metro Manila,San Juan City,Corazon De Jesus
Metro Manila,San Juan City,Ermitano
Metro Manila,San Juan City,Greenhills
Metro Manila,San Juan City,Halo-Halo (St. Joseph)
Metro Manila,San Juan City,Isabelita
Metro Manila,San Juan City,Kabayanan
Metro Manila,San Juan City,Little Baguio
Metro Manila,San Juan City,Maytunas
Metro Manila,San Juan City,Onse
Metro Manila,San Juan City,Pasadena
Metro Manila,San Juan City,Pedro Cruz
Metro Manila,San Juan City,Progreso
Metro Manila,San Juan City,Rivera
Metro Manila,San Juan City,Salapan
Metro Manila,San Juan City,San Perfecto
Metro Manila,San Juan City,Santa Lucia
Metro Manila,San Juan City,Tibagan
Metro Manila,San Juan City,West Crame
Metro Manila,Taguig City,Bagumbayan
Metro Manila,Taguig City,Bambang
Metro Manila,Taguig City,Calzada
Metro Manila,Taguig City,Central Bicutan
Metro Manila,Taguig City,Central Signal Village
Metro Manila,Taguig City,Fort Bonifacio
Metro Manila,Taguig City,Hagonoy
Metro Manila,Taguig City,Ibayo-Tipas
Metro Manila,Taguig City,Katuparan
Metro Manila,Taguig City,Ligid-Tipas
Metro Manila,Taguig City,Lower Bicutan
Metro Manila,Taguig City,Napindan
Metro Manila,Taguig City,New Lower Bicutan
Metro Manila,Taguig City,North Signal Village
Metro Manila,Taguig City,Palingon
Metro Manila,Taguig City,Pinagsama
Metro Manila,Taguig City,San Miguel
Metro Manila,Taguig City,Santa Ana
Metro Manila,Taguig City,South Daan Hari
Metro Manila,Taguig City,South Signal Village
Metro Manila,Taguig City,Tanyag
Metro Manila,Taguig City,Tuktukan
Metro Manila,Taguig City,Upper Bicutan
Metro Manila,Taguig City,Ususan
Metro Manila,Taguig City,Wawa
Metro Manila,Taguig City,Western Bicutan
Metro Manila,Valenzuela City,Arkong Bato
Metro Manila,Valenzuela City,Bagbaguin
Metro Manila,Valenzuela City,Balangkas
Metro Manila,Valenzuela City,Bignay
Metro Manila,Valenzuela City,Bisig
Metro Manila,Valenzuela City,Canumay East
Metro Manila,Valenzuela City,Canumay West
Metro Manila,Valenzuela City,Coloong
Metro Manila,Valenzuela City,Dalandanan
Metro Manila,Valenzuela City,Hen. T. De Leon
Metro Manila,Valenzuela City,Isla
Metro Manila,Valenzuela City,Karuhatan
Metro Manila,Valenzuela City,Lawang Bato
Metro Manila,Valenzuela City,Lingunan
Metro Manila,Valenzuela City,Mabolo
Metro Manila,Valenzuela City,Malanday
Metro Manila,Valenzuela City,Malinta
Metro Manila,Valenzuela City,Mapulang Lupa
Metro Manila,Valenzuela City,Marulas
Metro Manila,Valenzuela City,Maysan
Metro Manila,Valenzuela City,Palasan
Metro Manila,Valenzuela City,Parada
Metro Manila,Valenzuela City,Pariancillo Villa
Metro Manila,Valenzuela City,Paso De Blas
Metro Manila,Valenzuela City,Pasolo
Metro Manila,Valenzuela City,Poblacion
Metro Manila,Valenzuela City,Pulo
Metro Manila,Valenzuela City,Punturin
Metro Manila,Valenzuela City,Rincon
Metro Manila,Valenzuela City,Tagalag
Metro Manila,Valenzuela City,Ugong
Metro Manila,Valenzuela City,Viente Reales
Metro Manila,Valenzuela City,Wawang Pulo
Misamis Occidental,Baliangao,Del Pilar
Misamis Occidental,Baliangao,Landing
Misamis Occidental,Baliangao,Lumipac
Misamis Occidental,Baliangao,Lusot
Misamis Occidental,Baliangao,Mabini
Misamis Occidental,Baliangao,Magsaysay
Misamis Occidental,Baliangao,Misom
Misamis Occidental,Baliangao,Mitacas
Misamis Occidental,Baliangao,Naburos
Misamis Occidental,Baliangao,Northern Poblacion
Misamis Occidental,Baliangao,Punta Miray
Misamis Occidental,Baliangao,Punta Sulong
Misamis Occidental,Baliangao,Sinian
Misamis Occidental,Baliangao,Southern Poblacion
Misamis Occidental,Baliangao,Tugas
Misamis Occidental,Bonifacio,Bag-Ong Anonang
Misamis Occidental,Bonifacio,Bagumbang
Misamis Occidental,Bonifacio,Baybay
Misamis Occidental,Bonifacio,Bolinsong
Misamis Occidental,Bonifacio,Buenavista
Misamis Occidental,Bonifacio,Buracan
Misamis Occidental,Bonifacio,Calolot
Misamis Occidental,Bonifacio,Demetrio Fernan
Misamis Occidental,Bonifacio,Digson
Misamis Occidental,Bonifacio,Dimalco
Misamis Occidental,Bonifacio,Dullan
Misamis Occidental,Bonifacio,Kanaokanao
Misamis Occidental,Bonifacio,Liloan
Misamis Occidental,Bonifacio,Linconan
Misamis Occidental,Bonifacio,Lodiong
Misamis Occidental,Bonifacio,Lower Usugan
Misamis Occidental,Bonifacio,Mapurog (Migsale)
Misamis Occidental,Bonifacio,Migpange
Misamis Occidental,Bonifacio,Montol
Misamis Occidental,Bonifacio,Pisa-An
Misamis Occidental,Bonifacio,Poblacion (Centro)
Misamis Occidental,Bonifacio,Remedios
Misamis Occidental,Bonifacio,Rufino Lumapas
Misamis Occidental,Bonifacio,Sibuyon
Misamis Occidental,Bonifacio,Tangab
Misamis Occidental,Bonifacio,Tiaman
Misamis Occidental,Bonifacio,Tusik
Misamis Occidental,Bonifacio,Upper Usogan
Misamis Occidental,Aloran,Balintonga
Misamis Occidental,Aloran,Banisilon
Misamis Occidental,Aloran,Burgos
Misamis Occidental,Aloran,Calube
Misamis Occidental,Aloran,Caputol
Misamis Occidental,Aloran,Casusan
Misamis Occidental,Aloran,Conat
Misamis Occidental,Aloran,Culpan
Misamis Occidental,Aloran,Dalisay
Misamis Occidental,Aloran,Dullan
Misamis Occidental,Aloran,Ibabao
Misamis Occidental,Aloran,Labo
Misamis Occidental,Aloran,Lawa-An
Misamis Occidental,Aloran,Lobogon
Misamis Occidental,Aloran,Lumbayao
Misamis Occidental,Aloran,Macubon (Sina-Ad)
Misamis Occidental,Aloran,Makawa
Misamis Occidental,Aloran,Manamong
Misamis Occidental,Aloran,Matipaz
Misamis Occidental,Aloran,Maular
Misamis Occidental,Aloran,Mitazan
Misamis Occidental,Aloran,Mohon
Misamis Occidental,Aloran,Monterico
Misamis Occidental,Aloran,Nabuna
Misamis Occidental,Aloran,Ospital (Pob.)
Misamis Occidental,Aloran,Palayan
Misamis Occidental,Aloran,Pelong
Misamis Occidental,Aloran,Roxas
Misamis Occidental,Aloran,San Pedro
Misamis Occidental,Aloran,Santa Ana
Misamis Occidental,Aloran,Sinampongan
Misamis Occidental,Aloran,Taguanao
Misamis Occidental,Aloran,Tawi-Tawi
Misamis Occidental,Aloran,Toril
Misamis Occidental,Aloran,Tubod (Juan Bacayo)
Misamis Occidental,Aloran,Tuburan
Misamis Occidental,Aloran,Tugaya
Misamis Occidental,Aloran,Zamora
Misamis Occidental,Calamba,Bonifacio
Misamis Occidental,Calamba,Bunawan
Misamis Occidental,Calamba,Calaran
Misamis Occidental,Calamba,Dapacan Alto
Misamis Occidental,Calamba,Dapacan Bajo
Misamis Occidental,Calamba,Don Bernardo Neri Pob. (Tres De Mayo)
Misamis Occidental,Calamba,Langub
Misamis Occidental,Calamba,Libertad
Misamis Occidental,Calamba,Magcamiguing
Misamis Occidental,Calamba,Mamalad
Misamis Occidental,Calamba,Mauswagon
Misamis Occidental,Calamba,Northern Poblacion
Misamis Occidental,Calamba,Salvador
Misamis Occidental,Calamba,San Isidro (San Isidro-San Pedro)
Misamis Occidental,Calamba,Siloy
Misamis Occidental,Calamba,Singalat
Misamis Occidental,Calamba,Solinog
Misamis Occidental,Calamba,Southwestern Poblacion
Misamis Occidental,Calamba,Sulipat
Misamis Occidental,Clarin,Bernad
Misamis Occidental,Clarin,Bito-On
Misamis Occidental,Clarin,Cabunga-An
Misamis Occidental,Clarin,Canibungan Daku
Misamis Occidental,Clarin,Canibungan Putol
Misamis Occidental,Clarin,Canipacan
Misamis Occidental,Clarin,Dalingap
Misamis Occidental,Clarin,Dela Paz
Misamis Occidental,Clarin,Dolores
Misamis Occidental,Clarin,Gata Daku
Misamis Occidental,Clarin,Gata Diot
Misamis Occidental,Clarin,Guba (Ozamis)
Misamis Occidental,Clarin,Kinangay Norte
Misamis Occidental,Clarin,Kinangay Sur
Misamis Occidental,Clarin,Lapasan
Misamis Occidental,Clarin,Lupagan
Misamis Occidental,Clarin,Malibangcao
Misamis Occidental,Clarin,Masabud
Misamis Occidental,Clarin,Mialen
Misamis Occidental,Clarin,Pan-Ay
Misamis Occidental,Clarin,Penacio
Misamis Occidental,Clarin,Poblacion I
Misamis Occidental,Clarin,Poblacion II
Misamis Occidental,Clarin,Poblacion III
Misamis Occidental,Clarin,Poblacion IV
Misamis Occidental,Clarin,Sebasi
Misamis Occidental,Clarin,Segatic Daku
Misamis Occidental,Clarin,Segatic Diot
Misamis Occidental,Clarin,Tinacla-An
Misamis Occidental,Lopez Jaena,Alegria
Misamis Occidental,Lopez Jaena,Bagong Silang
Misamis Occidental,Lopez Jaena,Biasong
Misamis Occidental,Lopez Jaena,Bonifacio
Misamis Occidental,Lopez Jaena,Burgos
Misamis Occidental,Lopez Jaena,Dalacon
Misamis Occidental,Lopez Jaena,Dampalan
Misamis Occidental,Lopez Jaena,Don Andres Soriano
Misamis Occidental,Lopez Jaena,Eastern Poblacion
Misamis Occidental,Lopez Jaena,Estante
Misamis Occidental,Lopez Jaena,Jasa-An
Misamis Occidental,Lopez Jaena,Katipa
Misamis Occidental,Lopez Jaena,Luzaran
Misamis Occidental,Lopez Jaena,Mabas
Misamis Occidental,Lopez Jaena,Macalibre Alto
Misamis Occidental,Lopez Jaena,Macalibre Bajo
Misamis Occidental,Lopez Jaena,Mahayahay
Misamis Occidental,Lopez Jaena,Manguehan
Misamis Occidental,Lopez Jaena,Mansabay Alto
Misamis Occidental,Lopez Jaena,Mansabay Bajo
Misamis Occidental,Lopez Jaena,Molatuhan Alto
Misamis Occidental,Lopez Jaena,Molatuhan Bajo
Misamis Occidental,Lopez Jaena,Peniel
Misamis Occidental,Lopez Jaena,Puntod
Misamis Occidental,Lopez Jaena,Rizal
Misamis Occidental,Lopez Jaena,Sibugon
Misamis Occidental,Lopez Jaena,Sibula
Misamis Occidental,Lopez Jaena,Western Poblacion
Misamis Occidental,Ozamiz,50Th District (Pob.)
Misamis Occidental,Ozamiz,Aguada (Pob.)
Misamis Occidental,Ozamiz,Bacolod
Misamis Occidental,Ozamiz,Bagakay
Misamis Occidental,Ozamiz,Balintawak
Misamis Occidental,Ozamiz,Banadero (Pob.)
Misamis Occidental,Ozamiz,Baybay San Roque
Misamis Occidental,Ozamiz,Baybay Santa Cruz
Misamis Occidental,Ozamiz,Baybay Triunfo
Misamis Occidental,Ozamiz,Bongbong
Misamis Occidental,Ozamiz,Calabayan
Misamis Occidental,Ozamiz,Capucao C.
Misamis Occidental,Ozamiz,Capucao P.
Misamis Occidental,Ozamiz,Carangan
Misamis Occidental,Ozamiz,Carmen (Misamis Annex)
Misamis Occidental,Ozamiz,Catadman-Manabay
Misamis Occidental,Ozamiz,Cavinte
Misamis Occidental,Ozamiz,Cogon
Misamis Occidental,Ozamiz,Dalapang
Misamis Occidental,Ozamiz,Diguan
Misamis Occidental,Ozamiz,Dimaluna
Misamis Occidental,Ozamiz,Dona Consuelo
Misamis Occidental,Ozamiz,Embargo
Misamis Occidental,Ozamiz,Gala
Misamis Occidental,Ozamiz,Gango
Misamis Occidental,Ozamiz,Gotokan Daku
Misamis Occidental,Ozamiz,Gotokan Diot
Misamis Occidental,Ozamiz,Guimad
Misamis Occidental,Ozamiz,Guingona
Misamis Occidental,Ozamiz,Kinuman Norte
Misamis Occidental,Ozamiz,Kinuman Sur
Misamis Occidental,Ozamiz,Labinay
Misamis Occidental,Ozamiz,Labo
Misamis Occidental,Ozamiz,Lam-An
Misamis Occidental,Ozamiz,Liposong
Misamis Occidental,Ozamiz,Litapan
Misamis Occidental,Ozamiz,Malaubang
Misamis Occidental,Ozamiz,Manaka
Misamis Occidental,Ozamiz,Maningcol
Misamis Occidental,Ozamiz,Mentering
Misamis Occidental,Ozamiz,Molicay
Misamis Occidental,Ozamiz,Pantaon
Misamis Occidental,Ozamiz,Pulot
Misamis Occidental,Ozamiz,San Antonio
Misamis Occidental,Ozamiz,Sangay Daku
Misamis Occidental,Ozamiz,Sangay Diot
Misamis Occidental,Ozamiz,Sinuza
Misamis Occidental,Ozamiz,Stimson Abordo (Montol)
Misamis Occidental,Ozamiz,Tabid
Misamis Occidental,Ozamiz,Tinago
Misamis Occidental,Ozamiz,Trigos
Misamis Occidental,Sapang Dalaga,Agapito Yap Sr. (Napilan)
Misamis Occidental,Sapang Dalaga,Bautista
Misamis Occidental,Sapang Dalaga,Bitibut
Misamis Occidental,Sapang Dalaga,Boundary
Misamis Occidental,Sapang Dalaga,Caluya
Misamis Occidental,Sapang Dalaga,Capundag
Misamis Occidental,Sapang Dalaga,Casul
Misamis Occidental,Sapang Dalaga,Dalumpinas
Misamis Occidental,Sapang Dalaga,Dasa
Misamis Occidental,Sapang Dalaga,Dioyo
Misamis Occidental,Sapang Dalaga,Disoy
Misamis Occidental,Sapang Dalaga,El Paraiso
Misamis Occidental,Sapang Dalaga,Guinabot
Misamis Occidental,Sapang Dalaga,Libertad
Misamis Occidental,Sapang Dalaga,Locus
Misamis Occidental,Sapang Dalaga,Macabibo
Misamis Occidental,Sapang Dalaga,Manla
Misamis Occidental,Sapang Dalaga,Masubong
Misamis Occidental,Sapang Dalaga,Medallo
Misamis Occidental,Sapang Dalaga,Poblacion
Misamis Occidental,Sapang Dalaga,Salimpuno
Misamis Occidental,Sapang Dalaga,San Agustin
Misamis Occidental,Sapang Dalaga,Sapang Ama
Misamis Occidental,Sapang Dalaga,Sinaad
Misamis Occidental,Sapang Dalaga,Sipac
Misamis Occidental,Sapang Dalaga,Sixto Velez Sr.
Misamis Occidental,Sapang Dalaga,Upper Bautista
Misamis Occidental,Sapang Dalaga,Ventura
Misamis Occidental,Tangub,Aquino (Marcos)
Misamis Occidental,Tangub,Balatacan
Misamis Occidental,Tangub,Baluk
Misamis Occidental,Tangub,Banglay
Misamis Occidental,Tangub,Barangay I - City Hall (Pob.)
Misamis Occidental,Tangub,Barangay II - Marilou Annex (Pob.)
Misamis Occidental,Tangub,Barangay IV - St. Michael (Pob.)
Misamis Occidental,Tangub,Barangay Iii- Market Kalubian (Pob.)
Misamis Occidental,Tangub,Barangay V - Malubog (Pob.)
Misamis Occidental,Tangub,Barangay VI - Lower Polao (Pob.)
Misamis Occidental,Tangub,Barangay VII - Upper Polao (Pob.)
Misamis Occidental,Tangub,Bintana
Misamis Occidental,Tangub,Bocator
Misamis Occidental,Tangub,Bongabong
Misamis Occidental,Tangub,Caniangan
Misamis Occidental,Tangub,Capalaran
Misamis Occidental,Tangub,Catagan
Misamis Occidental,Tangub,Garang
Misamis Occidental,Tangub,Guinabot
Misamis Occidental,Tangub,Guinalaban
Misamis Occidental,Tangub,Huyohoy
Misamis Occidental,Tangub,Isidro D. Tan (Dimaloc-Oc)
Misamis Occidental,Tangub,Kauswagan
Misamis Occidental,Tangub,Kimat
Misamis Occidental,Tangub,Labuyo
Misamis Occidental,Tangub,Lorenzo Tan
Misamis Occidental,Tangub,Lumban
Misamis Occidental,Tangub,Maloro
Misamis Occidental,Tangub,Manga
Misamis Occidental,Tangub,Mantic
Misamis Occidental,Tangub,Maquilao
Misamis Occidental,Tangub,Matugnaw
Misamis Occidental,Tangub,Migcanaway
Misamis Occidental,Tangub,Minsubong
Misamis Occidental,Tangub,Owayan
Misamis Occidental,Tangub,Paiton
Misamis Occidental,Tangub,Panalsalan
Misamis Occidental,Tangub,Pangabuan
Misamis Occidental,Tangub,Prenza
Misamis Occidental,Tangub,Salimpuno
Misamis Occidental,Tangub,San Antonio
Misamis Occidental,Tangub,San Apolinario
Misamis Occidental,Tangub,San Vicente
Misamis Occidental,Tangub,Santa Cruz
Misamis Occidental,Tangub,Santa Maria (Baga)
Misamis Occidental,Tangub,Santo Nino
Misamis Occidental,Tangub,Sicot
Misamis Occidental,Tangub,Silanga
Misamis Occidental,Tangub,Silangit
Misamis Occidental,Tangub,Simasay
Misamis Occidental,Tangub,Sumirap
Misamis Occidental,Tangub,Taguite
Misamis Occidental,Tangub,Tituron
Misamis Occidental,Tangub,Tugas
Misamis Occidental,Tangub,Villaba
Misamis Occidental,Don Victoriano Chiongbian,Bagong Clarin
Misamis Occidental,Don Victoriano Chiongbian,Gandawan
Misamis Occidental,Don Victoriano Chiongbian,Lake Duminagat
Misamis Occidental,Don Victoriano Chiongbian,Lalud
Misamis Occidental,Don Victoriano Chiongbian,Lampasan
Misamis Occidental,Don Victoriano Chiongbian,Liboron
Misamis Occidental,Don Victoriano Chiongbian,Maramara
Misamis Occidental,Don Victoriano Chiongbian,Napangan
Misamis Occidental,Don Victoriano Chiongbian,Nueva Vista (Masawan)
Misamis Occidental,Don Victoriano Chiongbian,Petianan
Misamis Occidental,Don Victoriano Chiongbian,Tuno
Misamis Occidental,Panaon,Baga
Misamis Occidental,Panaon,Bangko
Misamis Occidental,Panaon,Camanucan
Misamis Occidental,Panaon,Dela Paz
Misamis Occidental,Panaon,Lutao
Misamis Occidental,Panaon,Magsaysay
Misamis Occidental,Panaon,Map-An
Misamis Occidental,Panaon,Mohon
Misamis Occidental,Panaon,Poblacion
Misamis Occidental,Panaon,Punta
Misamis Occidental,Panaon,Salimpuno
Misamis Occidental,Panaon,San Andres
Misamis Occidental,Panaon,San Juan
Misamis Occidental,Panaon,San Roque
Misamis Occidental,Panaon,Sumasap
Misamis Occidental,Panaon,Villalin
Misamis Occidental,Tudela,Balon
Misamis Occidental,Tudela,Barra
Misamis Occidental,Tudela,Basirang
Misamis Occidental,Tudela,Bongabong
Misamis Occidental,Tudela,Buenavista
Misamis Occidental,Tudela,Cabol-Anonan
Misamis Occidental,Tudela,Cahayag
Misamis Occidental,Tudela,Calambutan Bajo
Misamis Occidental,Tudela,Calambutan Settlement
Misamis Occidental,Tudela,Camating
Misamis Occidental,Tudela,Canibungan Proper
Misamis Occidental,Tudela,Casilak San Agustin
Misamis Occidental,Tudela,Centro Hulpa (Pob.)
Misamis Occidental,Tudela,Centro Napu (Pob.)
Misamis Occidental,Tudela,Centro Upper (Pob.)
Misamis Occidental,Tudela,Duanguican
Misamis Occidental,Tudela,Gala
Misamis Occidental,Tudela,Gumbil
Misamis Occidental,Tudela,Locso-On
Misamis Occidental,Tudela,Maikay
Misamis Occidental,Tudela,Maribojoc
Misamis Occidental,Tudela,Mitugas
Misamis Occidental,Tudela,Nailon
Misamis Occidental,Tudela,Namut
Misamis Occidental,Tudela,Napurog
Misamis Occidental,Tudela,Pan-Ay Diot
Misamis Occidental,Tudela,San Nicolas
Misamis Occidental,Tudela,Sebac
Misamis Occidental,Tudela,Silongon
Misamis Occidental,Tudela,Sinuza
Misamis Occidental,Tudela,Taguima
Misamis Occidental,Tudela,Tigdok
Misamis Occidental,Tudela,Yahong
Misamis Occidental,Concepcion,Bagong Nayon
Misamis Occidental,Concepcion,Capule
Misamis Occidental,Concepcion,Guiban
Misamis Occidental,Concepcion,Laya-An
Misamis Occidental,Concepcion,Lingatongan
Misamis Occidental,Concepcion,Maligubaan
Misamis Occidental,Concepcion,Mantukoy
Misamis Occidental,Concepcion,Marugang
Misamis Occidental,Concepcion,New Casul
Misamis Occidental,Concepcion,Poblacion
Misamis Occidental,Concepcion,Pogan
Misamis Occidental,Concepcion,Small Potongan
Misamis Occidental,Concepcion,Soso-On
Misamis Occidental,Concepcion,Upper Dapitan
Misamis Occidental,Concepcion,Upper Dioyo
Misamis Occidental,Concepcion,Upper Potongan
Misamis Occidental,Concepcion,Upper Salimpono
Misamis Occidental,Concepcion,Virayan
Misamis Occidental,Jimenez,Adorable
Misamis Occidental,Jimenez,Butuay
Misamis Occidental,Jimenez,Carmen
Misamis Occidental,Jimenez,Corrales
Misamis Occidental,Jimenez,Dicoloc
Misamis Occidental,Jimenez,Gata
Misamis Occidental,Jimenez,Guintomoyan
Misamis Occidental,Jimenez,Macabayao
Misamis Occidental,Jimenez,Malibacsan
Misamis Occidental,Jimenez,Matugas Alto
Misamis Occidental,Jimenez,Matugas Bajo
Misamis Occidental,Jimenez,Mialem
Misamis Occidental,Jimenez,Nacional (Pob.)
Misamis Occidental,Jimenez,Naga (Pob.)
Misamis Occidental,Jimenez,Palilan
Misamis Occidental,Jimenez,Rizal (Pob.)
Misamis Occidental,Jimenez,San Isidro
Misamis Occidental,Jimenez,Santa Cruz (Pob.)
Misamis Occidental,Jimenez,Seti
Misamis Occidental,Jimenez,Sibaroc
Misamis Occidental,Jimenez,Sinara Alto
Misamis Occidental,Jimenez,Sinara Bajo
Misamis Occidental,Jimenez,Tabo-O
Misamis Occidental,Jimenez,Taraka (Pob.)
Misamis Occidental,Plaridel,Agunod
Misamis Occidental,Plaridel,Bato
Misamis Occidental,Plaridel,Buena Voluntad
Misamis Occidental,Plaridel,Calaca-An
Misamis Occidental,Plaridel,Cartagena Proper
Misamis Occidental,Plaridel,Catarman
Misamis Occidental,Plaridel,Cebulin
Misamis Occidental,Plaridel,Clarin
Misamis Occidental,Plaridel,Danao
Misamis Occidental,Plaridel,Deboloc
Misamis Occidental,Plaridel,Divisoria
Misamis Occidental,Plaridel,Eastern Looc
Misamis Occidental,Plaridel,Ilisan
Misamis Occidental,Plaridel,Katipunan
Misamis Occidental,Plaridel,Kauswagan
Misamis Occidental,Plaridel,Lao Proper
Misamis Occidental,Plaridel,Lao Santa Cruz
Misamis Occidental,Plaridel,Looc Proper
Misamis Occidental,Plaridel,Mamanga Daku
Misamis Occidental,Plaridel,Mamanga Gamay
Misamis Occidental,Plaridel,Mangidkid
Misamis Occidental,Plaridel,New Cartagena
Misamis Occidental,Plaridel,New Look
Misamis Occidental,Plaridel,Northern Poblacion
Misamis Occidental,Plaridel,Panalsalan
Misamis Occidental,Plaridel,Puntod
Misamis Occidental,Plaridel,Quirino
Misamis Occidental,Plaridel,Santa Cruz
Misamis Occidental,Plaridel,Southern Looc
Misamis Occidental,Plaridel,Southern Poblacion
Misamis Occidental,Plaridel,Tipolo
Misamis Occidental,Plaridel,Unidos
Misamis Occidental,Plaridel,Usocan
Misamis Occidental,Oroquieta,Apil
Misamis Occidental,Oroquieta,Binuangan
Misamis Occidental,Oroquieta,Bolibol
Misamis Occidental,Oroquieta,Buenavista
Misamis Occidental,Oroquieta,Bunga
Misamis Occidental,Oroquieta,Buntawan
Misamis Occidental,Oroquieta,Burgos
Misamis Occidental,Oroquieta,Canubay
Misamis Occidental,Oroquieta,Ciriaco C. Pastrano (Nilabo)
Misamis Occidental,Oroquieta,Clarin Settlement
Misamis Occidental,Oroquieta,Dolipos Alto
Misamis Occidental,Oroquieta,Dolipos Bajo
Misamis Occidental,Oroquieta,Dulapo
Misamis Occidental,Oroquieta,Dullan Norte
Misamis Occidental,Oroquieta,Dullan Sur
Misamis Occidental,Oroquieta,Lamac Lower
Misamis Occidental,Oroquieta,Lamac Upper
Misamis Occidental,Oroquieta,Langcangan Lower
Misamis Occidental,Oroquieta,Langcangan Proper
Misamis Occidental,Oroquieta,Langcangan Upper
Misamis Occidental,Oroquieta,Layawan
Misamis Occidental,Oroquieta,Loboc Lower
Misamis Occidental,Oroquieta,Loboc Upper
Misamis Occidental,Oroquieta,Malindang
Misamis Occidental,Oroquieta,Mialen
Misamis Occidental,Oroquieta,Mobod
Misamis Occidental,Oroquieta,Paypayan
Misamis Occidental,Oroquieta,Pines
Misamis Occidental,Oroquieta,Poblacion I
Misamis Occidental,Oroquieta,Poblacion II
Misamis Occidental,Oroquieta,Rizal Lower
Misamis Occidental,Oroquieta,Rizal Upper
Misamis Occidental,Oroquieta,San Vicente Alto
Misamis Occidental,Oroquieta,San Vicente Bajo
Misamis Occidental,Oroquieta,Sebucal
Misamis Occidental,Oroquieta,Senote
Misamis Occidental,Oroquieta,Taboc Norte
Misamis Occidental,Oroquieta,Taboc Sur
Misamis Occidental,Oroquieta,Talairon
Misamis Occidental,Oroquieta,Talic
Misamis Occidental,Oroquieta,Tipan
Misamis Occidental,Oroquieta,Toliyok
Misamis Occidental,Oroquieta,Tuyabang Alto
Misamis Occidental,Oroquieta,Tuyabang Bajo
Misamis Occidental,Oroquieta,Tuyabang Proper
Misamis Occidental,Oroquieta,Victoria
Misamis Occidental,Oroquieta,Villaflor
Misamis Occidental,Sinacaban,Cagay-Anon
Misamis Occidental,Sinacaban,Camanse
Misamis Occidental,Sinacaban,Colupan Alto
Misamis Occidental,Sinacaban,Colupan Bajo
Misamis Occidental,Sinacaban,Dinas
Misamis Occidental,Sinacaban,Estrella
Misamis Occidental,Sinacaban,Katipunan
Misamis Occidental,Sinacaban,Libertad Alto
Misamis Occidental,Sinacaban,Libertad Bajo
Misamis Occidental,Sinacaban,Poblacion
Misamis Occidental,Sinacaban,San Isidro Alto
Misamis Occidental,Sinacaban,San Isidro Bajo
Misamis Occidental,Sinacaban,San Lorenzo Ruiz (Sungan)
Misamis Occidental,Sinacaban,San Vicente
Misamis Occidental,Sinacaban,Senor
Misamis Occidental,Sinacaban,Sinonoc
Misamis Occidental,Sinacaban,Tipan
Misamis Oriental,Alubijid,Baybay
Misamis Oriental,Alubijid,Benigwayan
Misamis Oriental,Alubijid,Calatcat
Misamis Oriental,Alubijid,Lagtang
Misamis Oriental,Alubijid,Lanao
Misamis Oriental,Alubijid,Loguilo
Misamis Oriental,Alubijid,Lourdes
Misamis Oriental,Alubijid,Lumbo
Misamis Oriental,Alubijid,Molocboloc
Misamis Oriental,Alubijid,Poblacion
Misamis Oriental,Alubijid,Sampatulog
Misamis Oriental,Alubijid,Sungay
Misamis Oriental,Alubijid,Talaba
Misamis Oriental,Alubijid,Taparak
Misamis Oriental,Alubijid,Tugasnon
Misamis Oriental,Alubijid,Tula
Misamis Oriental,Claveria,Ani-E
Misamis Oriental,Claveria,Aposkahoy
Misamis Oriental,Claveria,Bulahan
Misamis Oriental,Claveria,Cabacungan
Misamis Oriental,Claveria,Gumaod
Misamis Oriental,Claveria,Hinaplanan
Misamis Oriental,Claveria,Kalawitan
Misamis Oriental,Claveria,Lanise
Misamis Oriental,Claveria,Luna
Misamis Oriental,Claveria,Madaguing
Misamis Oriental,Claveria,Malagana
Misamis Oriental,Claveria,Mat-I
Misamis Oriental,Claveria,Minalwang
Misamis Oriental,Claveria,Pambugas
Misamis Oriental,Claveria,Panampawan
Misamis Oriental,Claveria,Patrocenio
Misamis Oriental,Claveria,Pelaez (Don Gregorio Pelaez)
Misamis Oriental,Claveria,Plaridel
Misamis Oriental,Claveria,Poblacion
Misamis Oriental,Claveria,Punong
Misamis Oriental,Claveria,Rizal
Misamis Oriental,Claveria,Santa Cruz
Misamis Oriental,Claveria,Tamboboan
Misamis Oriental,Claveria,Tipolohon
Misamis Oriental,Balingasag,Balagnan
Misamis Oriental,Balingasag,Baliwagan
