province,municipality,barangay
Iloilo,Carles,Punta (Bolocawe)
Iloilo,Carles,Punta Batuanan
Iloilo,Carles,San Fernando
Iloilo,Carles,Tabugon
Iloilo,Carles,Talingting
Iloilo,Carles,Tarong
Iloilo,Carles,Tinigban
Iloilo,Carles,Tupaz
Iloilo,New Lucena,Baclayan
Iloilo,New Lucena,Badiang
Iloilo,New Lucena,Balabag
Iloilo,New Lucena,Bilidan
Iloilo,New Lucena,Bita-Og Gaja
Iloilo,New Lucena,Bololacao
Iloilo,New Lucena,Burot
Iloilo,New Lucena,Cabilauan
Iloilo,New Lucena,Cabugao
Iloilo,New Lucena,Cagban
Iloilo,New Lucena,Calumbuyan
Iloilo,New Lucena,Damires
Iloilo,New Lucena,Dawis
Iloilo,New Lucena,General Delgado
Iloilo,New Lucena,Guinobatan
Iloilo,New Lucena,Janipa-An Oeste
Iloilo,New Lucena,Jelicuon Este
Iloilo,New Lucena,Jelicuon Oeste
Iloilo,New Lucena,Pasil
Iloilo,New Lucena,Poblacion
Iloilo,New Lucena,Wari-Wari
Iloilo,Estancia,Bayas (Bayas Island)
Iloilo,Estancia,Bayuyan
Iloilo,Estancia,Botongon
Iloilo,Estancia,Bulaquena
Iloilo,Estancia,Calapdan
Iloilo,Estancia,Cano-An
Iloilo,Estancia,Daan Banua
Iloilo,Estancia,Daculan
Iloilo,Estancia,Gogo
Iloilo,Estancia,Jolog
Iloilo,Estancia,Loguingot (Loguingot Island)
Iloilo,Estancia,Lonoy (Roman Mosqueda)
Iloilo,Estancia,Lumbia (Ana Cuenca)
Iloilo,Estancia,Malbog
Iloilo,Estancia,Manipulon
Iloilo,Estancia,Pa-On
Iloilo,Estancia,Poblacion Zone 1
Iloilo,Estancia,Poblacion Zone II
Iloilo,Estancia,Poblacion Zone III
Iloilo,Estancia,San Roque
Iloilo,Estancia,Santa Ana
Iloilo,Estancia,Tabu-An
Iloilo,Estancia,Tacbuyan
Iloilo,Estancia,Tanza
Iloilo,Estancia,Villa Pani-An
Iloilo,San Dionisio,Agdaliran
Iloilo,San Dionisio,Amayong
Iloilo,San Dionisio,Bagacay
Iloilo,San Dionisio,Batuan
Iloilo,San Dionisio,Bondulan
Iloilo,San Dionisio,Borongon
Iloilo,San Dionisio,Canas
Iloilo,San Dionisio,Capinang
Iloilo,San Dionisio,Cubay
Iloilo,San Dionisio,Cudionan
Iloilo,San Dionisio,Dugman
Iloilo,San Dionisio,Hacienda Conchita
Iloilo,San Dionisio,Madanlog
Iloilo,San Dionisio,Mandu-Awak
Iloilo,San Dionisio,Moto
Iloilo,San Dionisio,Naborot
Iloilo,San Dionisio,Nipa
Iloilo,San Dionisio,Odiongan
Iloilo,San Dionisio,Pangi
Iloilo,San Dionisio,Pase
Iloilo,San Dionisio,Poblacion
Iloilo,San Dionisio,San Nicolas
Iloilo,San Dionisio,Santol
Iloilo,San Dionisio,Siempreviva
Iloilo,San Dionisio,Sua
Iloilo,San Dionisio,Talo-Ato
Iloilo,San Dionisio,Tamangi
Iloilo,San Dionisio,Tiabas
Iloilo,San Dionisio,Tuble
Iloilo,Lambunao,Agsirab
Iloilo,Lambunao,Agtuman
Iloilo,Lambunao,Alugmawa
Iloilo,Lambunao,Badiangan
Iloilo,Lambunao,Balagiao
Iloilo,Lambunao,Banban
Iloilo,Lambunao,Bansag
Iloilo,Lambunao,Bayuco
Iloilo,Lambunao,Binaba-An Armada
Iloilo,Lambunao,Binaba-An Labayno
Iloilo,Lambunao,Binaba-An Limoso
Iloilo,Lambunao,Binaba-An Portigo
Iloilo,Lambunao,Binaba-An Tirador
Iloilo,Lambunao,Bogongbong
Iloilo,Lambunao,Bonbon
Iloilo,Lambunao,Bontoc
Iloilo,Lambunao,Buri
Iloilo,Lambunao,Burirao
Iloilo,Lambunao,Buwang
Iloilo,Lambunao,Cabatangan
Iloilo,Lambunao,Cabugao
Iloilo,Lambunao,Cabunlawan
Iloilo,Lambunao,Caguisanan
Iloilo,Lambunao,Caloy-Ahan
Iloilo,Lambunao,Caninguan
Iloilo,Lambunao,Capangyan
Iloilo,Lambunao,Cayan Este
Iloilo,Lambunao,Cayan Oeste
Iloilo,Lambunao,Corot-On
Iloilo,Lambunao,Coto
Iloilo,Lambunao,Cubay
Iloilo,Lambunao,Cunarum
Iloilo,Lambunao,Daanbanwa
Iloilo,Lambunao,Gines
Iloilo,Lambunao,Hipgos
Iloilo,Lambunao,Jayubo
Iloilo,Lambunao,Jorog
Iloilo,Lambunao,Lanot Grande
Iloilo,Lambunao,Lanot Pequeno
Iloilo,Lambunao,Legayada
Iloilo,Lambunao,Lumanay
Iloilo,Lambunao,Madarag
Iloilo,Lambunao,Magbato
Iloilo,Lambunao,Maite Grande
Iloilo,Lambunao,Maite Pequeno
Iloilo,Lambunao,Malag-It
Iloilo,Lambunao,Manaulan
Iloilo,Lambunao,Maribong
Iloilo,Lambunao,Marong
Iloilo,Lambunao,Misi
Iloilo,Lambunao,Natividad
Iloilo,Lambunao,Pajo
Iloilo,Lambunao,Pandan
Iloilo,Lambunao,Panuran
Iloilo,Lambunao,Pasig
Iloilo,Lambunao,Patag
Iloilo,Lambunao,Poblacion Ilawod
Iloilo,Lambunao,Poblacion Ilaya
Iloilo,Lambunao,Poong
Iloilo,Lambunao,Pughanan
Iloilo,Lambunao,Pungsod
Iloilo,Lambunao,Quiling
Iloilo,Lambunao,Sagcup
Iloilo,Lambunao,San Gregorio
Iloilo,Lambunao,Sibacungan
Iloilo,Lambunao,Sibaguan
Iloilo,Lambunao,Simsiman
Iloilo,Lambunao,Supoc
Iloilo,Lambunao,Tampucao
Iloilo,Lambunao,Tranghawan
Iloilo,Lambunao,Tubungan
Iloilo,Lambunao,Tuburan
Iloilo,Lambunao,Walang
Iloilo,Santa Barbara,Agusipan
Iloilo,Santa Barbara,Agutayan
Iloilo,Santa Barbara,Bagumbayan
Iloilo,Santa Barbara,Balabag
Iloilo,Santa Barbara,Balibagan Este
Iloilo,Santa Barbara,Balibagan Oeste
Iloilo,Santa Barbara,Ban-Ag
Iloilo,Santa Barbara,Bantay
Iloilo,Santa Barbara,Barangay Zone I (Pob.)
Iloilo,Santa Barbara,Barangay Zone II (Pob.)
Iloilo,Santa Barbara,Barangay Zone III (Pob.)
Iloilo,Santa Barbara,Barangay Zone IV (Pob.)
Iloilo,Santa Barbara,Barangay Zone V (Pob.)
Iloilo,Santa Barbara,Barangay Zone VII (Pob.)
Iloilo,Santa Barbara,Barasan Este
Iloilo,Santa Barbara,Barasan Oeste
Iloilo,Santa Barbara,Binangkilan
Iloilo,Santa Barbara,Bitaog-Taytay
Iloilo,Santa Barbara,Bolong Este
Iloilo,Santa Barbara,Bolong Oeste
Iloilo,Santa Barbara,Buayahon
Iloilo,Santa Barbara,Buyo
Iloilo,Santa Barbara,Cabugao Norte
Iloilo,Santa Barbara,Cabugao Sur
Iloilo,Santa Barbara,Cadagmayan Norte
Iloilo,Santa Barbara,Cadagmayan Sur
Iloilo,Santa Barbara,Cafe
Iloilo,Santa Barbara,Calaboa Este
Iloilo,Santa Barbara,Calaboa Oeste
Iloilo,Santa Barbara,Camambugan
Iloilo,Santa Barbara,Canipayan
Iloilo,Santa Barbara,Conaynay
Iloilo,Santa Barbara,Daga
Iloilo,Santa Barbara,Dalid
Iloilo,Santa Barbara,Duyanduyan
Iloilo,Santa Barbara,Gen. Martin T. Delgado
Iloilo,Santa Barbara,Guno
Iloilo,Santa Barbara,Inangayan
Iloilo,Santa Barbara,Jibao-An
Iloilo,Santa Barbara,Lacadon
Iloilo,Santa Barbara,Lanag
Iloilo,Santa Barbara,Lupa
Iloilo,Santa Barbara,Magancina
Iloilo,Santa Barbara,Malawog
Iloilo,Santa Barbara,Mambuyo
Iloilo,Santa Barbara,Manhayang
Iloilo,Santa Barbara,Miraga-Guibuangan
Iloilo,Santa Barbara,Nasugban
Iloilo,Santa Barbara,Omambog
Iloilo,Santa Barbara,Pal-Agon
Iloilo,Santa Barbara,Pungsod
Iloilo,Santa Barbara,San Sebastian
Iloilo,Santa Barbara,Sangcate
Iloilo,Santa Barbara,Tagsing
Iloilo,Santa Barbara,Talanghauan
Iloilo,Santa Barbara,Talongadian
Iloilo,Santa Barbara,Tigtig
Iloilo,Santa Barbara,Tuburan
Iloilo,Santa Barbara,Tugas
Iloilo,Santa Barbara,Tungay
Iloilo,Miagao,Agdum
Iloilo,Miagao,Aguiauan
Iloilo,Miagao,Alimodias
Iloilo,Miagao,Awang
Iloilo,Miagao,Bacauan
Iloilo,Miagao,Bacolod
Iloilo,Miagao,Bagumbayan
Iloilo,Miagao,Banbanan
Iloilo,Miagao,Banga
Iloilo,Miagao,Bangladan
Iloilo,Miagao,Banuyao
Iloilo,Miagao,Baraclayan
Iloilo,Miagao,Bariri
Iloilo,Miagao,Baybay Norte (Pob.)
Iloilo,Miagao,Baybay Sur (Pob.)
Iloilo,Miagao,Belen
Iloilo,Miagao,Bolho (Pob.)
Iloilo,Miagao,Bolocaue
Iloilo,Miagao,Buenavista Norte
Iloilo,Miagao,Buenavista Sur
Iloilo,Miagao,Bugtong Lumangan
Iloilo,Miagao,Bugtong Naulid
Iloilo,Miagao,Cabalaunan
Iloilo,Miagao,Cabangcalan
Iloilo,Miagao,Cabunotan
Iloilo,Miagao,Cadoldolan
Iloilo,Miagao,Cagbang
Iloilo,Miagao,Caitib
Iloilo,Miagao,Calagtangan
Iloilo,Miagao,Calampitao
Iloilo,Miagao,Cavite
Iloilo,Miagao,Cawayanan
Iloilo,Miagao,Cubay
Iloilo,Miagao,Cubay Ubos
Iloilo,Miagao,Dalije
Iloilo,Miagao,Damilisan
Iloilo,Miagao,Dawog
Iloilo,Miagao,Diday
Iloilo,Miagao,Dingle
Iloilo,Miagao,Durog
Iloilo,Miagao,Frantilla
Iloilo,Miagao,Fundacion
Iloilo,Miagao,Gines
Iloilo,Miagao,Guibongan
Iloilo,Miagao,Igbita
Iloilo,Miagao,Igbugo
Iloilo,Miagao,Igcabidio
Iloilo,Miagao,Igcabito-On
Iloilo,Miagao,Igcatambor
Iloilo,Miagao,Igdalaquit
Iloilo,Miagao,Igdulaca
Iloilo,Miagao,Igpajo
Iloilo,Miagao,Igpandan
Iloilo,Miagao,Igpuro
Iloilo,Miagao,Igpuro-Bariri
Iloilo,Miagao,Igsoligue
Iloilo,Miagao,Igtuba
Iloilo,Miagao,Ilog-Ilog
Iloilo,Miagao,Indag-An
Iloilo,Miagao,Kirayan Norte
Iloilo,Miagao,Kirayan Sur
Iloilo,Miagao,Kirayan Tacas
Iloilo,Miagao,La Consolacion
Iloilo,Miagao,Lacadon
Iloilo,Miagao,Lanutan
Iloilo,Miagao,Lumangan
Iloilo,Miagao,Mabayan
Iloilo,Miagao,Maduyo
Iloilo,Miagao,Malagyan
Iloilo,Miagao,Mambatad
Iloilo,Miagao,Maninila
Iloilo,Miagao,Maricolcol
Iloilo,Miagao,Maringyan
Iloilo,Miagao,Mat-Y (Pob.)
Iloilo,Miagao,Matalngon
Iloilo,Miagao,Naclub
Iloilo,Miagao,Nam-O Norte
Iloilo,Miagao,Nam-O Sur
Iloilo,Miagao,Narat-An
Iloilo,Miagao,Narorogan
Iloilo,Miagao,Naulid
Iloilo,Miagao,Olango
Iloilo,Miagao,Ongyod
Iloilo,Miagao,Onop
Iloilo,Miagao,Oya-Oy
Iloilo,Miagao,Oyungan
Iloilo,Miagao,Palaca
Iloilo,Miagao,Paro-On
Iloilo,Miagao,Potrido
Iloilo,Miagao,Pudpud
Iloilo,Miagao,Pungtod Monteclaro
Iloilo,Miagao,Pungtod Naulid
Iloilo,Miagao,Sag-On
Iloilo,Miagao,San Fernando
Iloilo,Miagao,San Jose
Iloilo,Miagao,San Rafael
Iloilo,Miagao,Sapa (Miagao)
Iloilo,Miagao,Saring
Iloilo,Miagao,Sibucao
Iloilo,Miagao,Taal
Iloilo,Miagao,Tabunacan
Iloilo,Miagao,Tacas (Pob.)
Iloilo,Miagao,Tambong
Iloilo,Miagao,Tan-Agan
Iloilo,Miagao,Tatoy
Iloilo,Miagao,Ticdalan
Iloilo,Miagao,Tig-Amaga
Iloilo,Miagao,Tig-Apog-Apog
Iloilo,Miagao,Tigbagacay
Iloilo,Miagao,Tiglawa
Iloilo,Miagao,Tigmalapad
Iloilo,Miagao,Tigmarabo
Iloilo,Miagao,To-Og
Iloilo,Miagao,Tugura-Ao
Iloilo,Miagao,Tumagboc
Iloilo,Miagao,Ubos Ilawod (Pob.)
Iloilo,Miagao,Ubos Ilaya (Pob.)
Iloilo,Miagao,Valencia
Iloilo,Miagao,Wayang
Iloilo,Pavia,Aganan
Iloilo,Pavia,Amparo
Iloilo,Pavia,Anilao
Iloilo,Pavia,Balabag
Iloilo,Pavia,Cabugao Norte
Iloilo,Pavia,Cabugao Sur
Iloilo,Pavia,Jibao-An
Iloilo,Pavia,Mali-Ao
Iloilo,Pavia,Pagsanga-An
Iloilo,Pavia,Pal-Agon
Iloilo,Pavia,Pandac
Iloilo,Pavia,Purok I (Pob.)
Iloilo,Pavia,Purok II (Pob.)
Iloilo,Pavia,Purok III (Pob.)
Iloilo,Pavia,Purok IV (Pob.)
Iloilo,Pavia,Tigum
Iloilo,Pavia,Ungka I
Iloilo,Pavia,Ungka II
Iloilo,San Miguel,Bgy. 1 Pob. (Roxas St.)
Iloilo,San Miguel,Bgy. 10 (Pob. R.v.sanchez St. South)
Iloilo,San Miguel,Bgy. 11 Pob. (R.v.sanchez St. North)
Iloilo,San Miguel,Bgy. 12 Pob. (Sales Malaga Saliedo)
Iloilo,San Miguel,Bgy. 13 Pob. (Sta.rita-Saclauso St.)
Iloilo,San Miguel,Bgy. 14 Pob. (San Miguel North)
Iloilo,San Miguel,Bgy. 15 Pob. (San Miguel South)
Iloilo,San Miguel,Bgy. 16 Pob. (San Agustin St.)
Iloilo,San Miguel,Bgy. 2 Pob. (Savilla Sto. Rosario)
Iloilo,San Miguel,Bgy. 3 Pob. (A.s.suarez St. Zone 1)
Iloilo,San Miguel,Bgy. 4 Pob. (A.s.suarez East)
Iloilo,San Miguel,Bgy. 5 Pob. (Santiago St.north)
Iloilo,San Miguel,Bgy. 6 Pob. (Santiago St.south)
Iloilo,San Miguel,Bgy. 7 Pob. (San Roque St.south)
Iloilo,San Miguel,Bgy. 8 Pob. (Montano - San Roque)
Iloilo,San Miguel,Bgy. 9 Pob. (Salazar San Jose)
Iloilo,San Miguel,Consolacion
Iloilo,San Miguel,Igtambo
Iloilo,San Miguel,San Antonio
Iloilo,San Miguel,San Jose
Iloilo,San Miguel,Santa Cruz
Iloilo,San Miguel,Santa Teresa
Iloilo,San Miguel,Santo Angel
Iloilo,San Miguel,Santo Nino
Iloilo,Tubungan,Adgao
Iloilo,Tubungan,Ago
Iloilo,Tubungan,Ambarihon
Iloilo,Tubungan,Ayubo
Iloilo,Tubungan,Bacan
Iloilo,Tubungan,Badiang
Iloilo,Tubungan,Bagunanay
Iloilo,Tubungan,Balicua
Iloilo,Tubungan,Bantayanan
Iloilo,Tubungan,Batga
Iloilo,Tubungan,Bato
Iloilo,Tubungan,Bikil
Iloilo,Tubungan,Boloc
Iloilo,Tubungan,Bondoc
Iloilo,Tubungan,Borong
Iloilo,Tubungan,Buenavista
Iloilo,Tubungan,Cadabdab
Iloilo,Tubungan,Daga-Ay
Iloilo,Tubungan,Desposorio
Iloilo,Tubungan,Igdampog Norte
Iloilo,Tubungan,Igdampog Sur
Iloilo,Tubungan,Igpaho
Iloilo,Tubungan,Igtuble
Iloilo,Tubungan,Ingay
Iloilo,Tubungan,Isauan
Iloilo,Tubungan,Jolason
Iloilo,Tubungan,Jona
Iloilo,Tubungan,La-Ag
Iloilo,Tubungan,Lanag Norte
Iloilo,Tubungan,Lanag Sur
Iloilo,Tubungan,Male
Iloilo,Tubungan,Mayang
Iloilo,Tubungan,Molina
Iloilo,Tubungan,Morcillas
Iloilo,Tubungan,Nagba
Iloilo,Tubungan,Navillan
Iloilo,Tubungan,Pinamacalan
Iloilo,Tubungan,San Jose
Iloilo,Tubungan,Sibucauan
Iloilo,Tubungan,Singon
Iloilo,Tubungan,Tabat
Iloilo,Tubungan,Tagpu-An
Iloilo,Tubungan,Talento
Iloilo,Tubungan,Teniente Benito
Iloilo,Tubungan,Victoria
Iloilo,Tubungan,Zone I (Pob.)
Iloilo,Tubungan,Zone II (Pob.)
Iloilo,Tubungan,Zone III (Pob.)
